RK,Name,POS,GP,CMP,ATT,CMP%,YDS,AVG,YDS/G,LNG,TD,INT,SACK,SYL,QBR,RTG,Year
17,Trevor LawrenceJAX,QB,17,359,602,59.6,3641,6.0,214.2,58,12,17,32,238,39.1,71.9,2021
18,Carson WentzIND,QB,17,322,516,62.4,3563,6.9,209.6,76,27,7,32,227,60.6,94.6,2021
19,Taylor HeinickeWSH,QB,16,321,494,65.0,3419,6.9,213.7,73,20,15,38,278,45.8,85.9,2021
20,Jared GoffDET,QB,14,332,494,67.2,3245,6.6,231.8,63,19,8,35,280,45.5,91.5,2021
21,Jalen HurtsPHI,QB,15,265,432,61.3,3144,7.3,209.6,91,16,9,26,150,54.6,87.2,2021
22,Russell WilsonSEA,QB,14,259,400,64.8,3113,7.8,222.4,69,25,6,33,266,60.6,103.1,2021
23,Lamar JacksonBAL,QB,12,246,382,64.4,2882,7.5,240.2,49,16,13,38,190,56.8,87.0,2021
24,Davis MillsHOU,QB,13,263,394,66.8,2664,6.8,204.9,67,16,10,31,206,41.2,88.8,2021
25,Tua TagovailoaMIA,QB,13,263,388,67.8,2653,6.8,204.1,65,16,10,20,152,55.7,90.1,2021
26,Sam DarnoldCAR,QB,12,243,406,59.9,2527,6.2,210.6,63,9,13,35,204,38.8,71.9,2021
27,Zach WilsonNYJ,QB,13,213,383,55.6,2334,6.1,179.5,54,9,11,44,370,33.4,69.7,2021
28,Andy DaltonCHI,QB,8,149,236,63.1,1515,6.4,189.4,60,8,9,18,143,39.2,76.9,2021
29,Jacoby BrissettMIA,QB,11,141,225,62.7,1283,5.7,116.6,52,5,4,19,132,54.3,78.1,2021
30,Trevor SiemianNO,QB,6,108,188,57.4,1154,6.1,192.3,46,11,3,9,64,41.3,88.4,2021
31,Tyler HuntleyBAL,QB,7,122,188,64.9,1081,5.8,154.4,43,3,4,18,107,55.0,76.6,2021
32,Taysom HillNO,TE,12,78,134,58.2,978,7.3,81.5,70,4,5,9,64,48.5,75.4,2021
33,Tyrod TaylorHOU,QB,6,91,150,60.7,966,6.4,161.0,52,5,5,13,119,46.4,76.7,2021
34,Mike WhiteNYJ,QB,4,88,132,66.7,953,7.2,238.3,28,5,8,4,18,56.5,75.1,2021
35,Mike GlennonNYG,QB,6,90,167,53.9,790,4.7,131.7,60,4,10,9,68,14.7,49.7,2021
36,Drew LockDEN,QB,6,67,111,60.4,787,7.1,131.2,44,2,2,9,52,28.1,80.4,2021
37,Colt McCoyARI,QB,8,74,99,74.7,740,7.5,92.5,50,3,1,6,40,60.4,101.4,2021
38,Geno SmithSEA,QB,4,65,95,68.4,702,7.4,175.5,84,5,1,13,117,51.8,103.0,2021
39,Cam NewtonCAR,QB,8,69,126,54.8,684,5.4,85.5,64,4,5,10,83,30.4,64.4,2021
40,Josh JohnsonBAL/NYJ,QB,4,57,85,67.1,638,7.5,159.5,28,5,2,3,23,57.7,99.0,2021
41,Trey LanceSF,QB,6,41,71,57.7,603,8.5,100.5,76,5,2,4,15,39.0,97.3,2021
42,Tim BoyleDET,QB,5,61,94,64.9,526,5.6,105.2,42,3,6,0,0,31.4,63.5,2021
43,Case KeenumCLE,QB,7,47,72,65.3,462,6.4,66.0,34,3,1,5,29,42.7,91.3,2021
44,Gardner MinshewPHI,QB,4,41,60,68.3,439,7.3,109.8,36,4,1,5,31,66.2,104.8,2021
45,Cooper RushDAL,QB,5,30,47,63.8,422,9.0,84.4,73,3,1,3,19,47.8,105.1,2021
46,Jordan LoveGB,QB,6,36,62,58.1,411,6.6,68.5,62,2,3,3,23,36.8,68.7,2021
47,PJ WalkerCAR,QB,5,36,66,54.5,362,5.5,72.4,24,1,3,7,47,23.4,56.5,2021
48,Joe FlaccoNYJ,QB,2,27,42,64.3,338,8.0,169.0,62,3,0,2,13,49.5,113.0,2021
49,Mason RudolphPIT,QB,2,35,58,60.3,277,4.8,138.5,36,1,1,0,0,45.4,70.8,2021
50,Nick FolesCHI,QB,1,24,35,68.6,250,7.1,250.0,30,1,0,4,21,51.6,98.5,2021
1,Patrick MahomesKC,QB,17,435,648,67.1,5250,8.1,308.8,67,41,12,26,188,77.7,105.2,2022
2,Justin HerbertLAC,QB,17,477,699,68.2,4739,6.8,278.8,55,25,10,38,206,58.4,93.2,2022
3,Tom BradyTB,QB,17,490,733,66.8,4694,6.4,276.1,63,25,9,22,160,52.6,90.7,2022
4,Kirk CousinsMIN,QB,17,424,643,65.9,4547,7.1,267.5,66,29,14,46,329,50.0,92.5,2022
5,Joe BurrowCIN,QB,16,414,606,68.3,4475,7.4,279.7,60,35,12,41,259,58.8,100.8,2022
6,Jared GoffDET,QB,17,382,587,65.1,4438,7.6,261.1,81,29,7,23,156,61.2,99.3,2022
7,Josh AllenBUF,QB,16,359,567,63.3,4283,7.6,267.7,98,35,14,33,162,71.5,96.6,2022
8,Geno SmithSEA,QB,17,399,572,69.8,4282,7.5,251.9,54,30,11,46,348,60.9,100.9,2022
9,Trevor LawrenceJAX,QB,17,387,584,66.3,4113,7.0,241.9,59,25,8,27,184,54.7,95.2,2022
10,Jalen HurtsPHI,QB,15,306,460,66.5,3701,8.0,246.7,68,22,6,38,231,66.4,101.6,2022
11,Aaron RodgersGB,QB,17,350,542,64.6,3695,6.8,217.4,58,26,12,32,258,39.3,91.1,2022
12,Tua TagovailoaMIA,QB,13,259,400,64.8,3548,8.9,272.9,84,25,8,21,163,68.9,105.5,2022
13,Russell WilsonDEN,QB,15,292,483,60.5,3524,7.3,234.9,67,16,11,55,368,37.0,84.4,2022
14,Derek CarrLV,QB,15,305,502,60.8,3522,7.0,234.8,60,24,14,27,191,55.6,86.3,2022
15,Daniel JonesNYG,QB,16,317,472,67.2,3205,6.8,200.3,65,15,5,44,243,60.8,92.5,2022
16,Davis MillsHOU,QB,15,292,479,61.0,3118,6.5,207.9,58,17,15,31,244,33.2,78.8,2022
17,Matt RyanIND,QB,12,309,461,67.0,3057,6.6,254.8,45,14,13,38,287,43.1,83.9,2022
18,Mac JonesNE,QB,14,288,442,65.2,2997,6.8,214.1,48,14,11,34,231,36.2,84.8,2022
19,Andy DaltonNO,QB,14,252,378,66.7,2871,7.6,205.1,64,18,9,25,189,50.7,95.2,2022
20,Dak PrescottDAL,QB,12,261,394,66.2,2860,7.3,238.3,68,23,15,20,126,57.9,91.1,2022
21,Jacoby BrissettCLE,QB,16,236,369,64.0,2608,7.1,163.0,55,12,6,24,160,60.1,88.9,2022
22,Ryan TannehillTEN,QB,12,212,325,65.2,2536,7.8,211.3,69,13,6,33,238,49.2,94.6,2022
23,Jimmy GaroppoloSF,QB,11,207,308,67.2,2437,7.9,221.5,57,16,4,18,100,54.5,103.0,2022
24,Kenny PickettPIT,QB,13,245,389,63.0,2404,6.2,184.9,57,7,9,27,182,51.6,76.7,2022
25,Kyler MurrayARI,QB,11,259,390,66.4,2368,6.1,215.3,38,14,7,25,192,51.6,87.2,2022
26,Lamar JacksonBAL,QB,12,203,326,62.3,2242,6.9,186.8,75,17,7,26,114,59.2,91.1,2022
26,Justin FieldsCHI,QB,15,192,318,60.4,2242,7.1,149.5,56,17,11,55,359,54.1,85.2,2022
28,Marcus MariotaATL,QB,13,184,300,61.3,2219,7.4,170.7,75,15,9,28,195,55.5,88.2,2022
29,Baker MayfieldLAR/CAR,QB,12,201,335,60.0,2163,6.5,180.3,75,10,8,36,217,24.5,79.0,2022
30,Matthew StaffordLAR,QB,9,206,303,68.0,2087,6.9,231.9,75,10,8,29,208,50.5,87.4,2022
31,Taylor HeinickeWSH,QB,9,161,259,62.2,1859,7.2,206.6,61,12,6,19,141,44.6,89.6,2022
32,Carson WentzWSH,QB,8,172,276,62.3,1755,6.4,219.4,75,11,9,26,159,33.0,80.2,2022
33,Zach WilsonNYJ,QB,9,132,242,54.5,1688,7.0,187.6,79,6,7,23,175,36.6,72.8,2022
34,Brock PurdySF,QB,9,114,170,67.1,1374,8.1,152.7,54,13,4,11,84,65.5,107.3,2022
35,Mitch TrubiskyPIT,QB,7,117,180,65.0,1252,7.0,178.9,45,4,5,11,68,56.4,81.1,2022
36,Mike WhiteNYJ,QB,4,103,175,58.9,1192,6.8,298.0,60,3,4,9,76,37.2,75.7,2022
37,Sam DarnoldCAR,QB,6,82,140,58.6,1143,8.2,190.5,52,7,3,10,78,48.4,92.6,2022
38,Deshaun WatsonCLE,QB,6,99,170,58.2,1102,6.5,183.7,46,7,5,20,106,38.3,79.1,2022
39,Joe FlaccoNYJ,QB,5,110,191,57.6,1051,5.5,210.2,66,5,3,10,66,34.2,75.2,2022
39,Cooper RushDAL,QB,9,94,162,58.0,1051,6.5,116.8,46,5,3,7,49,59.0,80.0,2022
41,Jameis WinstonNO,QB,3,73,115,63.5,858,7.5,286.0,51,4,5,11,74,32.7,79.5,2022
42,Bailey ZappeNE,QB,4,65,92,70.7,781,8.5,195.3,53,5,3,6,40,34.4,100.9,2022
43,Colt McCoyARI,QB,4,90,132,68.2,780,5.9,195.0,47,1,3,13,97,37.4,76.6,2022
44,PJ WalkerCAR,QB,6,63,106,59.4,731,6.9,121.8,62,3,3,7,46,23.5,78.0,2022
45,Desmond RidderATL,QB,4,73,115,63.5,708,6.2,177.0,40,2,0,9,33,49.7,86.4,2022
46,Teddy BridgewaterMIA,QB,5,49,79,62.0,683,8.6,136.6,64,4,4,7,45,47.6,85.6,2022
47,Gardner MinshewPHI,QB,5,44,76,57.9,663,8.7,132.6,78,3,3,6,28,39.7,83.4,2022
48,Tyler HuntleyBAL,QB,6,75,112,67.0,658,5.9,109.7,40,2,3,7,34,41.2,77.2,2022
49,Jarrett StidhamLV,QB,5,53,83,63.9,656,7.9,131.2,60,4,3,7,47,58.8,89.2,2022
50,Sam EhlingerIND,QB,4,64,101,63.4,573,5.7,143.3,47,3,3,14,87,31.8,76.1,2022
