RK,Name,POS,GP,ATT,YDS,AVG,LNG,BIG,TD,YDS/G,FUM,LST,FD,Year
1,Arian FosterHOU,RB,16,327,1616,4.9,74,12,16,101.0,3,2,89,2010
2,Jamaal CharlesKC,RB,16,230,1467,6.4,80,10,5,91.7,2,1,70,2010
3,Michael TurnerATL,RB,16,334,1371,4.1,55,9,12,85.7,2,2,71,2010
4,Chris JohnsonTEN,RB,16,316,1364,4.3,76,13,11,85.3,2,2,55,2010
5,Maurice Jones-DrewJAX,RB,14,299,1324,4.4,37,8,5,94.6,2,2,75,2010
6,Adrian PetersonMIN,RB,15,283,1298,4.6,80,9,12,86.5,1,1,70,2010
7,Rashard MendenhallPIT,RB,16,324,1273,3.9,50,11,13,79.6,2,2,61,2010
8,Steven JacksonSTL,RB,16,330,1241,3.8,42,7,6,77.6,1,1,60,2010
9,Ahmad BradshawNYG,RB,16,276,1235,4.5,48,13,8,77.2,7,6,61,2010
10,Ray RiceBAL,RB,16,307,1220,4.0,50,4,5,76.3,0,0,51,2010
11,Peyton HillisCLE,RB,16,270,1177,4.4,48,5,11,73.6,8,5,57,2010
12,Darren McFaddenOAK,RB,13,223,1157,5.2,57,14,7,89.0,3,2,45,2010
13,Cedric BensonCIN,RB,16,321,1111,3.5,26,2,7,69.4,7,5,59,2010
14,LeSean McCoyPHI,RB,15,207,1080,5.2,62,7,7,72.0,1,1,48,2010
15,Matt ForteCHI,RB,16,237,1069,4.5,68,9,6,66.8,0,0,42,2010
16,BenJarvus Green-EllisNE,RB,16,229,1008,4.4,33,4,13,63.0,0,0,62,2010
17,LeGarrette BlountTB,RB,13,201,1007,5.0,53,10,6,77.5,3,2,38,2010
18,Fred JacksonBUF,RB,16,222,927,4.2,39,6,5,57.9,4,1,42,2010
19,LaDainian TomlinsonNYJ,RB,15,219,914,4.2,31,5,6,60.9,2,0,42,2010
20,Thomas JonesKC,RB,16,245,896,3.7,70,3,6,56.0,3,1,39,2010
21,Frank GoreSF,RB,11,203,853,4.2,64,6,3,77.5,3,2,42,2010
22,Brandon JacobsNYG,RB,16,147,823,5.6,73,10,9,51.4,2,2,39,2010
23,Felix JonesDAL,RB,16,185,800,4.3,34,3,1,50.0,1,1,44,2010
24,Knowshon MorenoDEN,RB,13,182,779,4.3,35,3,5,59.9,3,2,34,2010
25,Jonathan StewartCAR,RB,14,178,770,4.3,48,5,2,55.0,4,4,32,2010
26,Shonn GreeneNYJ,RB,15,185,766,4.1,23,1,2,51.1,2,2,40,2010
27,Ryan TorainWSH,RB,10,164,742,4.5,54,7,4,74.2,2,1,35,2010
28,Marshawn LynchBUF/SEA,RB,16,202,737,3.6,39,5,6,46.1,2,2,38,2010
29,Tim HightowerARI,RB,16,153,736,4.8,80,8,5,46.0,4,4,30,2010
30,Mike TolbertSD,FB,15,182,735,4.0,36,6,11,49.0,5,3,42,2010
31,Ronnie BrownMIA,RB,16,200,734,3.7,51,1,5,45.9,3,2,40,2010
32,Chris IvoryNO,RB,12,137,716,5.2,55,5,5,59.7,4,2,44,2010
33,Brandon JacksonGB,RB,16,190,703,3.7,71,2,3,43.9,1,0,27,2010
34,Ryan MathewsSD,RB,12,158,678,4.3,31,4,7,56.5,4,2,25,2010
35,Mike VickPHI,QB,12,100,676,6.8,35,8,9,56.3,4,1,38,2010
36,Ricky WilliamsMIA,RB,16,159,673,4.2,45,3,2,42.1,4,2,26,2010
37,Michael BushOAK,RB,14,158,655,4.1,30,5,8,46.8,0,0,32,2010
38,Jahvid BestDET,RB,16,171,555,3.2,45,3,4,34.7,1,1,25,2010
39,Danny WoodheadNE,RB,14,97,547,5.6,36,3,5,39.1,1,1,23,2010
40,Justin ForsettSEA,RB,16,118,523,4.4,32,5,2,32.7,0,0,25,2010
41,Donald BrownIND,RB,13,129,497,3.9,49,4,2,38.2,0,0,26,2010
42,Joseph AddaiIND,RB,8,116,495,4.3,46,1,4,61.9,2,1,31,2010
43,Rashad JenningsJAX,RB,13,84,459,5.5,74,1,4,35.3,0,0,25,2010
44,Mike GoodsonCAR,RB,16,103,452,4.4,45,3,3,28.3,4,2,20,2010
45,Cadillac WilliamsTB,RB,16,125,437,3.5,45,3,2,27.3,1,1,19,2010
46,Beanie WellsARI,RB,13,116,397,3.4,24,1,2,30.5,1,0,18,2010
47,Willis McGaheeBAL,RB,15,100,380,3.8,30,3,5,25.3,2,2,18,2010
48,Marion BarberDAL,RB,13,113,374,3.3,25,3,4,28.8,0,0,29,2010
49,Josh FreemanTB,QB,16,68,364,5.4,33,2,0,22.8,2,2,29,2010
50,DeAngelo WilliamsCAR,RB,6,87,361,4.1,39,4,1,60.2,1,1,12,2010
1,Maurice Jones-DrewJAX,RB,16,343,1606,4.7,56,9,8,100.4,3,1,75,2011
2,Ray RiceBAL,RB,16,291,1364,4.7,70,9,12,85.3,2,2,52,2011
3,Michael TurnerATL,RB,16,301,1340,4.5,81,11,11,83.8,3,2,62,2011
4,LeSean McCoyPHI,RB,15,273,1309,4.8,60,14,17,87.3,1,1,84,2011
5,Arian FosterHOU,RB,13,278,1224,4.4,43,7,10,94.2,4,2,58,2011
6,Frank GoreSF,RB,16,282,1211,4.3,55,11,8,75.7,2,2,53,2011
7,Marshawn LynchSEA,RB,15,285,1204,4.2,47,4,12,80.3,3,2,63,2011
8,Willis McGaheeDEN,RB,15,249,1199,4.8,60,10,4,79.9,3,3,52,2011
9,Steven JacksonSTL,RB,15,260,1145,4.4,47,6,5,76.3,1,0,50,2011
10,Ryan MathewsSD,RB,14,222,1091,4.9,39,9,6,77.9,5,2,52,2011
11,Reggie BushMIA,RB,15,216,1086,5.0,76,7,6,72.4,4,2,40,2011
12,Cedric BensonCIN,RB,15,273,1067,3.9,42,4,6,71.1,5,2,53,2011
13,Shonn GreeneNYJ,RB,16,253,1054,4.2,31,4,6,65.9,1,0,46,2011
14,Chris JohnsonTEN,RB,16,262,1047,4.0,48,11,4,65.4,3,1,47,2011
14,Beanie WellsARI,RB,14,245,1047,4.3,71,5,10,74.8,4,2,48,2011
16,Matt ForteCHI,RB,12,203,997,4.9,46,12,3,83.1,1,1,40,2011
17,Michael BushOAK,RB,16,256,977,3.8,44,5,7,61.1,1,1,53,2011
18,Adrian PetersonMIN,RB,12,208,970,4.7,54,7,12,80.8,1,0,49,2011
19,Ben TateHOU,RB,15,175,942,5.4,56,6,4,62.8,4,3,52,2011
20,Fred JacksonBUF,RB,10,170,934,5.5,80,10,6,93.4,2,2,40,2011
21,Rashard MendenhallPIT,RB,15,228,928,4.1,68,3,9,61.9,1,1,45,2011
22,DeMarco MurrayDAL,RB,13,164,897,5.5,91,7,2,69.0,1,0,41,2011
23,DeAngelo WilliamsCAR,RB,16,155,836,5.4,74,11,7,52.3,0,0,32,2011
24,LeGarrette BlountTB,RB,14,184,781,4.2,54,4,5,55.8,3,2,32,2011
25,Jonathan StewartCAR,RB,16,142,761,5.4,32,6,4,47.6,1,0,47,2011
26,Cam NewtonCAR,QB,16,126,706,5.6,49,6,14,44.1,2,0,51,2011
27,BenJarvus Green-EllisNE,RB,16,181,667,3.7,18,0,11,41.7,0,0,41,2011
28,Tim TebowDEN,TE,14,122,660,5.4,32,5,6,47.1,6,2,35,2011
29,Ahmad BradshawNYG,RB,12,171,659,3.9,37,3,9,54.9,0,0,42,2011
30,Donald BrownIND,RB,16,134,645,4.8,80,4,5,40.3,0,0,26,2011
31,Roy Helu Jr.WSH,RB,15,151,640,4.2,28,4,2,42.7,1,1,31,2011
32,Darren McFaddenOAK,RB,7,113,614,5.4,70,8,4,87.7,1,1,23,2011
33,Darren SprolesNO,RB,16,87,603,6.9,36,7,2,37.7,0,0,27,2011
34,Jackie BattleKC,RB,15,149,597,4.0,34,3,2,39.8,0,0,27,2011
35,Mike VickPHI,QB,13,76,589,7.8,53,5,1,45.3,7,2,28,2011
36,Peyton HillisCLE,RB,10,161,587,3.6,24,1,3,58.7,1,1,33,2011
37,Daniel ThomasMIA,RB,13,165,581,3.5,28,2,0,44.7,2,1,24,2011
38,James StarksGB,RB,13,133,578,4.3,40,5,1,44.5,2,1,31,2011
39,Felix JonesDAL,RB,12,127,575,4.5,40,4,1,47.9,3,1,27,2011
40,Brandon JacobsNYG,RB,14,152,571,3.8,28,1,7,40.8,3,0,32,2011
41,Pierre ThomasNO,RB,16,110,562,5.1,33,2,5,35.1,1,1,28,2011
42,C.J. SpillerBUF,RB,16,107,561,5.2,38,7,4,35.1,2,0,26,2011
43,Ryan GrantGB,RB,15,134,559,4.2,47,2,2,37.3,1,1,27,2011
44,Toby GerhartMIN,RB,16,109,531,4.9,67,3,1,33.2,1,0,24,2011
45,Dexter McClusterKC,RB,16,114,516,4.5,32,4,1,32.3,1,1,28,2011
46,Mike TolbertSD,FB,15,121,490,4.1,40,3,8,32.7,1,1,25,2011
47,Isaac RedmanPIT,RB,16,110,479,4.4,27,3,3,29.9,2,2,29,2011
48,Thomas JonesKC,RB,16,153,478,3.1,26,3,0,29.9,0,0,19,2011
49,Mark Ingram IINO,RB,10,122,474,3.9,35,2,5,47.4,1,1,30,2011
50,Kendall HunterSF,RB,16,112,473,4.2,44,3,2,29.6,0,0,21,2011
1,Adrian PetersonMIN,RB,16,348,2097,6.0,82,27,12,131.1,3,2,85,2012
2,Alfred MorrisWSH,RB,16,335,1613,4.8,39,9,13,100.8,4,3,83,2012
3,Marshawn LynchSEA,RB,16,315,1590,5.0,77,9,11,99.4,4,2,68,2012
4,Jamaal CharlesKC,RB,16,285,1509,5.3,91,11,5,94.3,5,3,62,2012
5,Doug MartinTB,RB,16,319,1454,4.6,70,11,11,90.9,1,1,58,2012
6,Arian FosterHOU,RB,16,351,1424,4.1,46,9,15,89.0,3,2,78,2012
7,Stevan RidleyNE,RB,16,290,1263,4.4,41,6,12,78.9,4,2,82,2012
8,C.J. SpillerBUF,RB,16,207,1244,6.0,62,12,6,77.8,2,2,52,2012
9,Chris JohnsonTEN,RB,16,276,1243,4.5,94,8,6,77.7,3,3,45,2012
10,Frank GoreSF,RB,16,258,1214,4.7,37,7,8,75.9,2,1,67,2012
11,Ray RiceBAL,RB,16,257,1143,4.4,46,5,9,71.4,1,0,51,2012
12,Matt ForteCHI,RB,15,248,1094,4.4,46,6,5,72.9,2,1,45,2012
12,BenJarvus Green-EllisCIN,RB,15,278,1094,3.9,48,7,6,72.9,3,2,54,2012
14,Shonn GreeneNYJ,RB,16,276,1063,3.9,36,2,8,66.4,3,1,52,2012
15,Steven JacksonSTL,RB,16,258,1045,4.1,46,5,4,65.3,0,0,47,2012
16,Ahmad BradshawNYG,RB,14,221,1015,4.6,37,4,6,72.5,3,3,56,2012
17,Reggie BushMIA,RB,16,227,986,4.3,65,6,6,61.6,4,2,43,2012
18,Trent RichardsonCLE,RB,15,267,950,3.6,32,2,11,63.3,3,0,36,2012
19,LeSean McCoyPHI,RB,12,200,840,4.2,34,7,2,70.0,4,3,45,2012
20,Robert Griffin IIIWSH,QB,15,120,815,6.8,76,6,7,54.3,9,2,40,2012
21,Vick BallardIND,RB,16,211,814,3.9,26,4,2,50.9,3,0,50,2012
22,Michael TurnerATL,RB,16,222,800,3.6,43,5,10,50.0,3,1,40,2012
23,Mikel LeshoureDET,RB,14,215,798,3.7,16,0,9,57.0,3,3,46,2012
24,Cam NewtonCAR,QB,16,127,741,5.8,72,9,8,46.3,4,1,49,2012
25,DeAngelo WilliamsCAR,RB,16,173,737,4.3,65,5,5,46.1,2,2,32,2012
26,Willis McGaheeDEN,RB,10,167,731,4.4,31,2,4,73.1,5,4,43,2012
27,Darren McFaddenOAK,RB,12,216,707,3.3,64,4,2,58.9,1,1,33,2012
27,Ryan MathewsSD,RB,12,184,707,3.8,31,1,1,58.9,2,2,34,2012
29,DeMarco MurrayDAL,RB,10,161,663,4.1,48,5,4,66.3,2,2,39,2012
30,Jonathan DwyerPIT,RB,13,156,623,4.0,34,3,2,47.9,2,2,27,2012
31,Mark Ingram IINO,RB,16,156,602,3.9,31,4,5,37.6,0,0,28,2012
32,Bryce BrownPHI,RB,16,115,564,4.9,65,6,4,35.3,4,3,33,2012
33,Bernard PierceBAL,RB,16,108,532,4.9,78,3,1,33.3,0,0,21,2012
34,Knowshon MorenoDEN,RB,8,138,525,3.8,20,1,4,65.6,1,1,32,2012
35,Russell WilsonSEA,QB,16,94,489,5.2,25,2,4,30.6,2,1,30,2012
36,Daryl RichardsonSTL,RB,16,98,475,4.8,53,4,0,29.7,2,2,19,2012
37,Pierre ThomasNO,RB,15,105,473,4.5,48,2,1,31.5,0,0,16,2012
38,Alex GreenGB,RB,12,135,464,3.4,41,2,0,38.7,0,0,17,2012
39,Fred JacksonBUF,RB,10,115,437,3.8,15,0,3,43.7,4,4,25,2012
39,Bilal PowellNYJ,RB,14,110,437,4.0,18,0,4,31.2,0,0,23,2012
41,Donald BrownIND,RB,10,108,417,3.9,19,0,1,41.7,0,0,20,2012
42,Colin KaepernickSF,QB,13,63,415,6.6,50,3,5,31.9,7,2,18,2012
43,Maurice Jones-DrewJAX,RB,6,86,414,4.8,59,3,1,69.0,1,0,21,2012
43,Joique BellDET,RB,16,82,414,5.0,67,3,3,25.9,1,1,16,2012
45,Michael BushCHI,RB,13,114,411,3.6,20,2,5,31.6,1,1,28,2012
46,Isaac RedmanPIT,RB,14,110,410,3.7,28,3,2,29.3,2,2,27,2012
47,Felix JonesDAL,RB,16,111,402,3.6,22,1,3,25.1,1,1,23,2012
48,Andre BrownNYG,RB,10,73,385,5.3,31,3,8,38.5,0,0,25,2012
49,Justin ForsettHOU,RB,16,63,374,5.9,81,3,1,23.4,0,0,14,2012
50,Kendall HunterSF,RB,11,72,371,5.2,26,2,2,33.7,0,0,18,2012
1,LeSean McCoyPHI,RB,16,314,1607,5.1,57,9,9,100.4,1,1,79,2013
2,Matt ForteCHI,RB,16,289,1339,4.6,55,9,9,83.7,2,2,74,2013
3,Jamaal CharlesKC,RB,15,259,1287,5.0,46,6,12,85.8,4,2,72,2013
4,Alfred MorrisWSH,RB,16,276,1275,4.6,45,10,7,79.7,5,4,57,2013
5,Adrian PetersonMIN,RB,14,279,1266,4.5,78,8,10,90.4,3,2,59,2013
6,Marshawn LynchSEA,RB,16,301,1257,4.2,43,6,12,78.6,3,1,68,2013
7,Ryan MathewsSD,RB,16,285,1255,4.4,51,7,6,78.4,2,1,54,2013
8,Eddie LacyGB,RB,15,284,1178,4.1,60,3,11,78.5,1,1,61,2013
9,Frank GoreSF,RB,16,276,1128,4.1,51,9,9,70.5,3,3,55,2013
10,DeMarco MurrayDAL,RB,14,217,1121,5.2,43,8,9,80.1,2,1,59,2013
11,Chris JohnsonTEN,RB,16,279,1077,3.9,30,5,6,67.3,2,1,54,2013
12,Knowshon MorenoDEN,RB,16,241,1038,4.3,31,5,10,64.9,1,0,53,2013
13,Reggie BushDET,RB,14,223,1006,4.5,39,6,4,71.9,5,4,46,2013
14,Zac StacySTL,RB,14,250,973,3.9,40,5,7,69.5,1,1,47,2013
15,C.J. SpillerBUF,RB,15,202,933,4.6,77,9,2,62.2,4,1,26,2013
16,Fred JacksonBUF,RB,16,206,890,4.3,59,1,9,55.6,2,0,54,2013
17,Le'Veon BellPIT,RB,13,244,860,3.5,43,4,8,66.2,1,1,48,2013
18,DeAngelo WilliamsCAR,RB,15,201,843,4.2,43,6,3,56.2,1,1,35,2013
19,Chris IvoryNYJ,RB,15,182,833,4.6,69,8,3,55.5,2,0,34,2013
20,Maurice Jones-DrewJAX,RB,15,234,803,3.4,48,5,5,53.5,1,1,43,2013
21,Stevan RidleyNE,RB,14,178,773,4.3,29,3,7,55.2,3,3,39,2013
22,LeGarrette BlountNE,RB,16,153,772,5.0,47,5,7,48.3,3,2,35,2013
23,Ben TateHOU,RB,14,181,771,4.3,60,3,4,55.1,4,2,33,2013
24,BenJarvus Green-EllisCIN,RB,16,220,756,3.4,25,1,7,47.3,2,2,48,2013
25,Rashad JenningsOAK,RB,15,163,733,4.5,80,4,6,48.9,0,0,34,2013
26,Lamar MillerMIA,RB,16,177,709,4.0,49,4,2,44.3,1,1,26,2013
27,Bilal PowellNYJ,RB,16,176,697,4.0,39,3,1,43.6,1,0,35,2013
28,Giovani BernardCIN,RB,16,170,695,4.1,35,3,5,43.4,1,1,32,2013
29,Rashard MendenhallARI,RB,15,217,687,3.2,28,1,8,45.8,4,3,43,2013
30,Ray RiceBAL,RB,15,214,660,3.1,47,1,4,44.0,2,2,28,2013
31,Andre EllingtonARI,RB,15,118,652,5.5,80,8,3,43.5,1,0,27,2013
32,Joique BellDET,RB,16,166,650,3.9,20,1,8,40.6,4,3,43,2013
33,Cam NewtonCAR,QB,16,111,585,5.3,56,2,6,36.6,1,0,45,2013
34,Terrelle Pryor Sr.OAK,WR,11,83,576,6.9,93,8,2,52.4,2,1,27,2013
35,Bobby Rainey Jr.CLE/TB,RB,15,150,566,3.8,80,3,5,37.7,1,1,23,2013
36,Trent RichardsonIND/CLE,RB,16,188,563,3.0,22,1,3,35.2,2,1,28,2013
37,Montee BallDEN,RB,16,120,559,4.7,45,3,4,34.9,2,2,35,2013
38,Pierre ThomasNO,RB,16,147,549,3.7,18,0,2,34.3,0,0,31,2013
39,Steven JacksonATL,RB,12,157,543,3.5,50,3,6,45.3,0,0,26,2013
40,Arian FosterHOU,RB,8,121,542,4.5,23,2,1,67.8,0,0,31,2013
41,Russell WilsonSEA,QB,16,96,539,5.6,27,4,1,33.7,2,0,31,2013
42,Donald BrownIND,RB,16,102,537,5.3,51,4,6,33.6,0,0,20,2013
43,Colin KaepernickSF,QB,16,92,524,5.7,28,4,4,32.8,3,1,28,2013
44,James StarksGB,RB,13,89,493,5.5,41,6,3,37.9,1,0,27,2013
45,Andre BrownNYG,RB,8,139,492,3.5,23,1,3,61.5,3,3,31,2013
46,Robert Griffin IIIWSH,QB,13,86,489,5.7,26,4,0,37.6,5,1,24,2013
47,Doug MartinTB,RB,6,127,456,3.6,28,2,1,76.0,1,0,16,2013
48,Bernard PierceBAL,RB,16,152,436,2.9,28,2,2,27.3,0,0,20,2013
49,Alex SmithKC,QB,15,76,431,5.7,26,5,1,28.7,3,0,23,2013
50,Danny WoodheadSD,RB,16,106,429,4.0,14,0,2,26.8,1,1,26,2013
1,DeMarco MurrayDAL,RB,16,392,1845,4.7,51,15,13,115.3,3,3,85,2014
2,Le'Veon BellPIT,RB,16,290,1361,4.7,81,8,8,85.1,0,0,73,2014
3,LeSean McCoyPHI,RB,16,312,1319,4.2,53,9,5,82.4,3,2,67,2014
4,Marshawn LynchSEA,RB,16,280,1306,4.7,79,7,13,81.6,1,0,65,2014
5,Justin ForsettBAL,RB,16,235,1266,5.4,52,17,8,79.1,1,0,56,2014
6,Arian FosterHOU,RB,13,260,1246,4.8,51,9,8,95.8,2,2,52,2014
7,Eddie LacyGB,RB,16,246,1139,4.6,44,8,9,71.2,3,2,58,2014
8,Jeremy HillCIN,RB,16,222,1124,5.1,85,8,9,70.3,4,2,61,2014
9,Frank GoreSF,RB,16,255,1106,4.3,52,5,4,69.1,2,2,53,2014
10,Lamar MillerMIA,RB,16,216,1099,5.1,97,9,8,68.7,2,2,57,2014
11,Alfred MorrisWSH,RB,16,265,1074,4.1,30,9,8,67.1,2,0,48,2014
12,Matt ForteCHI,RB,16,266,1038,3.9,32,1,6,64.9,1,1,63,2014
13,Jamaal CharlesKC,RB,15,206,1033,5.0,63,6,9,68.9,4,2,50,2014
14,Mark Ingram IINO,RB,13,226,964,4.3,31,5,9,74.2,1,0,47,2014
15,Joique BellDET,RB,15,223,860,3.9,57,5,7,57.3,5,1,43,2014
16,Russell WilsonSEA,QB,16,118,849,7.2,55,8,6,53.1,5,0,45,2014
16,C.J. AndersonDEN,RB,15,179,849,4.7,27,7,8,56.6,0,0,47,2014
18,Chris IvoryNYJ,RB,16,198,821,4.1,71,1,6,51.3,2,1,42,2014
19,Jonathan StewartCAR,RB,13,175,809,4.6,69,4,3,62.2,2,1,42,2014
20,Tre MasonSTL,RB,12,179,765,4.3,89,6,4,63.8,2,1,37,2014
21,Andre WilliamsNYG,RB,16,217,721,3.3,50,4,7,45.1,1,0,30,2014
22,Steven JacksonATL,RB,15,190,707,3.7,55,2,6,47.1,0,0,37,2014
23,Giovani BernardCIN,RB,13,168,680,4.0,89,2,5,52.3,0,0,32,2014
24,Terrance WestCLE,RB,14,171,673,3.9,36,4,4,48.1,1,1,30,2014
25,Chris JohnsonNYJ,RB,16,155,663,4.3,47,4,1,41.4,1,1,21,2014
26,Andre EllingtonARI,RB,12,201,660,3.3,22,4,3,55.0,2,2,27,2014
27,Rashad JenningsNYG,RB,11,167,639,3.8,18,0,4,58.1,0,0,38,2014
27,Colin KaepernickSF,QB,16,104,639,6.1,90,7,1,39.9,5,2,28,2014
29,Isaiah CrowellCLE,RB,16,148,607,4.1,35,5,8,37.9,3,2,34,2014
30,Denard RobinsonJAX,RB,13,135,582,4.3,41,4,4,44.8,2,2,23,2014
30,Branden OliverSD,RB,14,160,582,3.6,52,3,3,41.6,0,0,30,2014
32,Matt AsiataMIN,RB,15,164,570,3.5,19,0,9,38.0,1,1,33,2014
33,Bishop SankeyTEN,RB,16,152,569,3.7,22,1,2,35.6,2,2,26,2014
34,LeGarrette BlountPIT/NE,RB,16,125,547,4.4,50,5,5,34.2,1,1,30,2014
35,Cam NewtonCAR,QB,14,103,539,5.2,22,2,5,38.5,3,1,45,2014
36,Jerick McKinnonMIN,RB,11,113,538,4.8,55,4,0,48.9,0,0,21,2014
37,Darren McFaddenOAK,RB,16,155,534,3.4,25,1,2,33.4,1,1,20,2014
38,Alfred BlueHOU,RB,16,169,528,3.1,46,2,2,33.0,0,0,29,2014
39,Fred JacksonBUF,RB,14,141,525,3.7,38,1,2,37.5,0,0,24,2014
40,Trent RichardsonIND,RB,15,159,519,3.3,27,1,3,34.6,2,1,25,2014
41,Doug MartinTB,RB,11,134,494,3.7,63,2,2,44.9,0,0,23,2014
42,Knile DavisKC,RB,16,134,463,3.5,48,3,6,28.9,3,2,23,2014
43,Ronnie HillmanDEN,RB,8,106,434,4.1,37,3,3,54.3,1,0,20,2014
44,Boobie DixonBUF,RB,16,105,432,4.1,47,3,2,27.0,1,0,13,2014
45,Ahmad BradshawIND,RB,10,90,425,4.7,29,3,2,42.5,3,2,18,2014
46,Latavius MurrayOAK,RB,15,82,424,5.2,90,4,2,28.3,1,0,18,2014
47,Blake BortlesJAX,QB,14,56,419,7.5,34,7,0,29.9,3,1,27,2014
48,Jonas GrayNE,RB,8,89,412,4.6,20,1,5,51.5,0,0,26,2014
49,Bobby Rainey Jr.TB,RB,15,94,406,4.3,31,4,1,27.1,1,1,20,2014
50,Shonn GreeneTEN,RB,13,94,392,4.2,52,2,2,30.2,1,1,18,2014
1,Adrian PetersonMIN,RB,16,327,1485,4.5,80,10,11,92.8,6,3,71,2015
2,Doug MartinTB,RB,16,288,1402,4.9,84,14,6,87.6,4,4,61,2015
3,Todd Gurley IISTL,RB,13,229,1106,4.8,71,11,10,85.1,3,1,45,2015
4,Darren McFaddenDAL,RB,16,239,1089,4.6,50,9,3,68.1,3,3,52,2015
5,Chris IvoryNYJ,RB,15,247,1070,4.3,58,9,7,71.3,3,2,50,2015
6,Latavius MurrayOAK,RB,16,266,1066,4.0,54,9,6,66.6,3,1,49,2015
7,Devonta FreemanATL,RB,15,264,1061,4.0,39,6,11,70.7,2,1,67,2015
8,Jonathan StewartCAR,RB,13,242,989,4.1,44,4,6,76.1,3,2,41,2015
9,Frank GoreIND,RB,16,260,967,3.7,37,5,6,60.4,4,3,44,2015
10,DeAngelo WilliamsPIT,RB,16,200,907,4.5,55,6,11,56.7,3,1,51,2015
11,Matt ForteCHI,RB,13,218,898,4.1,27,4,4,69.1,1,1,46,2015
12,LeSean McCoyBUF,RB,12,203,895,4.4,48,6,3,74.6,1,1,42,2015
13,Lamar MillerMIA,RB,16,194,872,4.5,85,7,8,54.5,1,1,40,2015
14,Rashad JenningsNYG,RB,16,195,863,4.4,38,6,3,53.9,1,1,40,2015
14,Ronnie HillmanDEN,RB,16,207,863,4.2,72,5,7,53.9,2,1,43,2015
16,Thomas RawlsSEA,RB,13,147,830,5.6,69,7,4,63.8,1,1,37,2015
17,Chris JohnsonARI,RB,11,196,814,4.2,62,6,3,74.0,2,2,31,2015
18,Jeremy HillCIN,RB,16,223,794,3.6,38,1,11,49.6,3,3,45,2015
19,Mark Ingram IINO,RB,12,166,769,4.6,70,5,6,64.1,1,0,44,2015
20,Eddie LacyGB,RB,15,187,758,4.1,29,4,3,50.5,3,2,39,2015
21,Alfred MorrisWSH,RB,16,202,751,3.7,48,4,1,46.9,0,0,32,2015
22,T.J. YeldonJAX,RB,12,182,740,4.1,45,4,2,61.7,0,0,25,2015
23,Giovani BernardCIN,RB,16,154,730,4.7,28,2,2,45.6,0,0,34,2015
24,C.J. AndersonDEN,RB,15,152,720,4.7,48,5,5,48.0,2,2,33,2015
25,Isaiah CrowellCLE,RB,16,185,706,3.8,54,5,4,44.1,0,0,34,2015
26,LeGarrette BlountNE,RB,12,165,703,4.3,38,4,6,58.6,1,0,37,2015
27,DeMarco MurrayPHI,RB,15,193,702,3.6,54,5,6,46.8,2,2,47,2015
28,Alfred BlueHOU,RB,16,183,698,3.8,41,2,2,43.6,2,1,33,2015
29,Justin ForsettBAL,RB,10,151,641,4.2,33,5,2,64.1,0,0,41,2015
29,Melvin Gordon IIISD,RB,14,184,641,3.5,27,6,0,45.8,5,4,33,2015
31,Cam NewtonCAR,QB,16,132,636,4.8,47,3,10,39.8,4,3,56,2015
32,Charcandrick WestKC,RB,15,160,634,4.0,38,4,4,42.3,1,1,35,2015
33,James StarksGB,RB,16,148,601,4.1,65,5,2,37.6,4,2,29,2015
34,Ameer AbdullahDET,RB,16,143,597,4.2,36,4,2,37.3,4,2,27,2015
35,David JohnsonARI,RB,16,125,581,4.6,47,3,8,36.3,2,0,34,2015
36,Tyrod TaylorBUF,QB,14,104,568,5.5,31,5,4,40.6,4,0,28,2015
37,Le'Veon BellPIT,RB,6,113,556,4.9,42,8,3,92.7,0,0,27,2015
38,Russell WilsonSEA,QB,16,103,553,5.4,24,3,1,34.6,4,1,31,2015
39,Ryan MathewsPHI,RB,13,106,539,5.1,63,6,6,41.5,3,3,32,2015
40,Jeremy LangfordCHI,RB,16,148,537,3.6,23,1,6,33.6,0,0,28,2015
41,Charles SimsTB,RB,16,107,529,4.9,59,4,0,33.1,1,1,20,2015
42,Antonio AndrewsTEN,RB,14,143,520,3.6,38,4,3,37.1,1,1,28,2015
43,Karlos WilliamsBUF,RB,11,93,517,5.6,41,5,7,47.0,1,0,25,2015
44,Javorius AllenBAL,RB,16,137,514,3.8,44,2,1,32.1,2,2,28,2015
45,Alex SmithKC,QB,16,84,498,5.9,49,3,2,31.1,2,0,30,2015
46,Matt JonesWSH,RB,13,144,490,3.4,39,3,3,37.7,4,4,30,2015
47,Carlos HydeSF,RB,7,115,470,4.1,22,1,3,67.1,1,0,25,2015
48,Tavon AustinSTL,WR,16,52,434,8.3,60,6,4,27.1,0,0,23,2015
49,Marshawn LynchSEA,RB,7,111,417,3.8,24,1,3,59.6,0,0,29,2015
50,Spencer WareKC,RB,11,72,403,5.6,52,4,6,36.6,0,0,19,2015
1,Ezekiel ElliottDAL,RB,15,322,1631,5.1,60,14,15,108.7,5,1,91,2016
2,Jordan HowardCHI,RB,15,252,1313,5.2,69,10,6,87.5,1,1,70,2016
3,DeMarco MurrayTEN,RB,16,293,1287,4.4,75,4,9,80.4,3,1,64,2016
4,Jay AjayiMIA,RB,15,260,1272,4.9,62,10,8,84.8,4,1,60,2016
5,Le'Veon BellPIT,RB,12,261,1268,4.9,44,4,7,105.7,3,1,69,2016
